Id,Label,Station Id,Latitude,Longitude,Capacity,PhysicalConfiguration,PostalCode,PostalCodeArea,Name
Eglinton Ave W / Ennerdale Rd,Eglinton Ave W / Ennerdale Rd,7747,43.69466,-79.45377,14,VAULT,M6E 4E2,M6E,NULL
Windsor St / Newcastle St,Windsor St / Newcastle St,7556,43.6171635,-79.4971065,31,REGULAR,M8Y NULLA6,M8Y,Windsor St / Newcastle St
111 Broadview Ave,111 Broadview Ave,7702,43.6593483,-79.3499366,18,ELECTRICBIKESTATION,M4M 1H1,M4M,NULL
7697,7697,7697,0,0,0,NULL,NULL,NULL,NULL
Summerhill Ave / Maclennan Ave,Summerhill Ave / Maclennan Ave,7488,43.685924,-79.376304,11,REGULAR,M4M 2Z9,M4M,Summerhill Ave / Maclennan Ave
Blythwood Rd / Yonge St - SMART,Blythwood Rd / Yonge St - SMART,7485,43.716652,-79.399993,14,SMARTMAPFRAME,M4P 2J6,M4P,Blythwood Rd / Yonge St - SMART
Dentonia Park,Dentonia Park,7395,43.694341,-79.291416,23,REGULAR,J4G 29,J4G,Dentonia Park
Roncesvalles Ave / Marmaduke St,Roncesvalles Ave / Marmaduke St,7234,43.650492,-79.450842,19,REGULAR,NULL,NULL,Roncesvalles Ave / Marmaduke St
Liberty St / Fraser Ave Green P,Liberty St / Fraser Ave Green P,7112,43.637981,-79.424146,19,REGULAR,NULL,NULL,Liberty St / Fraser Ave Green P
Dufferin St / Finch Hydro Recreational Trail,Dufferin St / Finch Hydro Recreational Trail,7587,43.7724019,-79.4675395,19,REGULAR,M3H 5T3,M3H,Dufferin St / Finch Hydro Recreational Trail
Finch West Subway Station,Finch West Subway Station,7586,43.76521,-79.491281,23,REGULAR,M3J 2W1,M3J,Finch West Subway Station
Lonsdale Rd / Spadina Rd,Lonsdale Rd / Spadina Rd,7442,43.688526,-79.412903,15,REGULAR,M5T 2G7,M5T,Lonsdale Rd / Spadina Rd
Grand Avenue Park,Grand Avenue Park,7760,43.62313,-79.4918,22,VAULT,M8Y NULLA7,M8Y,NULL
Esther Shiner Stadium,Esther Shiner Stadium,7590,43.7774374,-79.4447096,23,REGULAR,M2R 1Y6,M2R,Esther Shiner Stadium
Victoria Park Ave / Danforth Ave,Victoria Park Ave / Danforth Ave,7611,43.691468,-79.288619,18,REGULAR,M4C 1N2,M4C,Victoria Park Ave / Danforth Ave
Victoria Park Subway Station - SMART,Victoria Park Subway Station - SMART,7266,43.6940155,-79.2889842,20,SMARTMAPFRAME,NULL,NULL,Victoria Park Subway Station - SMART
Spadina Rd / Austin Terrace,Spadina Rd / Austin Terrace,7528,43.67883,-79.408723,17,REGULAR,M5R 2V5,M5R,Spadina Rd / Austin Terrace
Annette St / Dundas St W,Annette St / Dundas St W,7641,43.6641174,-79.4588522,15,REGULAR,M6P 1X9,M6P,Annette St / Dundas W
Lake Shore Blvd W / Twenty Fourth St,Lake Shore Blvd W / Twenty Fourth St,7553,43.597082,-79.522768,19,REGULAR,M8V 1M1,M8V,Lake Shore Blvd W / Twenty Fourth St
Regal Rd / Dufferin St,Regal Rd / Dufferin St,7347,43.673939,-79.441159,15,REGULAR,NULL,NULL,Regal Rd / Dufferin St
Bloor St W / Brock Ave,Bloor St W / Brock Ave,7656,43.6589882,-79.438715,11,REGULAR,M6H 1M9,M6H,Bloor St W / Brock Ave
85 Lee Ave,85 Lee Ave,7692,43.6700692,-79.2971326,26,ELECTRICBIKESTATION,M4E 2P1,M4E,NULL
Hubbard Blvd / Balsam Av,Hubbard Blvd / Balsam Av,7317,43.669328,-79.288949,19,REGULAR,NULL,NULL,Hubbard Blvd / Balsam Av
Bloor St W / Old Mill Trl,Bloor St W / Old Mill Trl,7748,43.6501687,-79.4963345,19,VAULT,M8X 1A5,M8X,NULL
Rushton Rd / St Clair Ave W,Rushton Rd / St Clair Ave W,7435,43.68114,-79.4277,10,REGULAR,M6G 3J4,M6G,Rushton Rd / St Clair Ave W
Victoria Park Ave / Dawes Rd,Victoria Park Ave / Dawes Rd,7694,43.706466,-79.29511,19,REGULAR,M4B 2K3,M4B,NULL
Dovercourt Rd / Harrison St (Green P) - SMART,Dovercourt Rd / Harrison St (Green P) - SMART,7249,43.651145,-79.423742,12,SMARTMAPFRAME,NULL,NULL,Dovercourt Rd / Harrison St (Green P) - SMART
Davenport Rd / Lansdowne Ave,Davenport Rd / Lansdowne Ave,7326,43.671526,-79.44874,19,REGULAR,NULL,NULL,Davenport Rd / Lansdowne Ave
Roehampton St / Bayview Ave,Roehampton St / Bayview Ave,7593,43.711751,-79.378615,31,REGULAR,M4P 1S7,M4P,Roehampton St / Bayview Ave
Coxwell Ave / Plains Rd,Coxwell Ave / Plains Rd,7331,43.69595,-79.328535,19,REGULAR,NULL,NULL,Coxwell Ave / Plains Rd
Teddington Park Ave,Teddington Park Ave,7598,43.732975,-79.40401,15,REGULAR,M4N 2M8,M4N,Teddington Park Ave
Highview Ave / Kennedy Rd,Highview Ave / Kennedy Rd,7738,43.70241858,-79.25631671,15,VAULT,M1N,M1N,NULL
Dufferin Gate - SMART,Dufferin Gate - SMART,7244,43.633473,-79.425679,16,SMARTMAPFRAME,NULL,NULL,Dufferin Gate - SMART
Queen St E / Joseph Duggan Rd,Queen St E / Joseph Duggan Rd,7695,43.6677628,-79.3081171,19,REGULAR,M4L 3Y2,M4L,NULL
Kingston Rd / Ridgemoor Ave,Kingston Rd / Ridgemoor Ave,7739,43.70643614,-79.25104443,11,VAULT,M1N 1V1,M1N,NULL
Jane St / Bloor St W (Jane Subway Station),Jane St / Bloor St W (Jane Subway Station),7479,43.64976,-79.48477,15,REGULAR,M6S 3Y2,M6S,Jane St / Bloor St W (Jane Subway Station)
Lascelles Blvd / Eglinton Ave W,Lascelles Blvd / Eglinton Ave W,7403,43.70547,-79.40355,19,REGULAR,M4R 1A6,M4R,Lascelles Blvd / Eglinton Ave W
York University Station (North),York University Station (North),7679,43.7741,-79.5005,15,REGULAR,M3J,M3J,York University Station (North)
Dundas St W / Roncesvalles Green P - SMART,Dundas St W / Roncesvalles Green P - SMART,7229,43.6534268,-79.4512787,12,SMARTMAPFRAME,NULL,NULL,Dundas St W / Roncesvalles Green P - SMART
Amos Waites Park,Amos Waites Park,7515,43.613606,-79.4883535,27,REGULAR,M8V 1C5,M8V,Amos Waites Park
Kingston Rd / Warden Ave,Kingston Rd / Warden Ave,7732,43.68824136,-79.27046628,14,VAULT,M1N 1R5,M1N,NULL
Tommy Thompson Park (Leslie Street Spit),Tommy Thompson Park (Leslie Street Spit),7354,43.64583558,-79.32088911,15,REGULAR,M8Z4T4,M8Z,Tommy Thompson Park (Leslie Street Spit)
24 Mountjoy Ave,24 Mountjoy Ave,7704,43.6808774,-79.3304491,19,REGULAR,M4J 1J6,M4J,NULL
Northern Dancer Blvd / Lake Shore Blvd E,Northern Dancer Blvd / Lake Shore Blvd E,7427,43.663162,-79.309765,27,REGULAR,M4L 6T1,M4L,Northern Dancer Blvd / Lake Shore Blvd E
Kew Beach Ave / Kenilworth Ave,Kew Beach Ave / Kenilworth Ave,7365,43.666325,-79.3014,23,REGULAR,NULL,NULL,Kew Beach Ave / Kenilworth Ave
Bellwoods Ave / Treford Pl - SMART,Bellwoods Ave / Treford Pl - SMART,7541,43.65246,-79.413528,20,SMARTMAPFRAME,M6J 2R3,M6J,Bellwoods Ave / Treford Pl - SMART
Ellis Ave / The Queensway,Ellis Ave / The Queensway,7478,43.63855,-79.46693,19,REGULAR,M6S 2X1,M6S,Ellis Ave / The Queensway
Florence Gell Park,Florence Gell Park,7631,43.6615467,-79.498398,15,REGULAR,M6S 4Z4,M6S,Florence Gell Park
Sunnybrook Health Centre - L Wing,Sunnybrook Health Centre - L Wing,7664,43.72268,-79.37644,15,REGULAR,M4N 1J7,M4N,Sunnybrook Health Centre - L Wing
36 Park Lawn Rd,36 Park Lawn Rd,7753,43.6236917,-79.4838132,15,VAULT,M8V NULLE5,M8V,NULL
Summerhill Subway Station,Summerhill Subway Station,7133,43.681944,-79.390556,11,REGULAR,NULL,NULL,Summerhill Station
E.T. Seton Park (Eglinton Ave E / Leslie St),E.T. Seton Park (Eglinton Ave E / Leslie St),7455,43.715951,-79.351246,27,REGULAR,M4P 1A2,M4P,E.T. Seton Park (Eglinton Ave E / Leslie St)
Victoria Park Ave / Kingston Rd,Victoria Park Ave / Kingston Rd,7731,43.68035,-79.28357,15,VAULT,M4E 3S8,M4E,NULL
Lundy Ave / Etienne Brule Park,Lundy Ave / Etienne Brule Park,7629,43.6625395,-79.5030161,15,REGULAR,M6S 2R5,M6S,Lundy Ave / Etienne Brule Park
High Park - West Rd,High Park - West Rd,7086,43.6525077,-79.4654233,23,REGULAR,1324,132,High Park - West Rd
Yonge St / Golfdale Rd,Yonge St / Golfdale Rd,7597,43.732016,-79.403637,15,REGULAR,M4N 2M6,M4N,Yonge St / Golfdale Rd
Brick Works,Brick Works,7601,43.683884,-79.36647,25,REGULAR,M4W,M4W,Brick Works
Bert Robinson Park,Bert Robinson Park,7745,43.688028,-79.460265,15,VAULT,M6E 4T8,M6E,NULL
York University Station (South) - SMART,York University Station (South) - SMART,7678,43.77345,-79.5002,16,SMARTMAPFRAME,M3J,M3J,York University Station (South) - SMART
Sharpe St / Park St (Sandown Park),Sharpe St / Park St (Sandown Park),7740,43.7105975,-79.2541175,15,VAULT,M1N,M1N,NULL
406 Oakwood Ave,406 Oakwood Ave,7519,43.6882706,-79.43937767,19,REGULAR,L5C 1E4,L5C,406 Oakwood Ave
Hubbard Blvd. / Glen Manor Dr.,Hubbard Blvd. / Glen Manor Dr.,7318,43.668633,-79.291162,15,REGULAR,NULL,NULL,Hubbard Blvd. / Glen Manor Dr.
Luttrell Ave / Danforth Ave,Luttrell Ave / Danforth Ave,7750,43.6897656,-79.2939525,15,REGULAR,M4C 1M3,M4C,NULL
Primrose Ave / Davenport Rd,Primrose Ave / Davenport Rd,7301,43.67142,-79.445947,15,REGULAR,NULL,NULL,Primrose Ave / Davenport Rd
High Park - Grenadier Cafe,High Park - Grenadier Cafe,7084,43.645599,-79.4657123,11,REGULAR,NULL,NULL,High Park - Grenadier Cafe
Howard Park Ave / Parkside Dr,Howard Park Ave / Parkside Dr,7741,43.648657,-79.458111,15,REGULAR,M6R 1S7,M6R,NULL
Dawes Rd / Taylor Creek Trl,Dawes Rd / Taylor Creek Trl,7606,43.696631,-79.297436,19,REGULAR,M4C 5L3,M4C,Dawes Rd / Taylor Creek Trl
O'Connor Dr / Curity Ave - SMART,O'Connor Dr / Curity Ave - SMART,7603,43.707582,-79.311439,24,SMARTMAPFRAME,M4B 3L6,M4B,O'Connor Dr / Curity Ave - SMART
Driftwood Ave / Finch Hydro Trail,Driftwood Ave / Finch Hydro Trail,7758,43.7603624,-79.5162777,18,VAULT,M3N 2N4,M3N,NULL
Lumsden Ave / Eastdale Ave,Lumsden Ave / Eastdale Ave,7605,43.69413548,-79.30058719,20,REGULAR,M4C 4Z9,M4C,Lumsden Ave / Eastdale Ave
Royal York Rd / Mimico Ave,Royal York Rd / Mimico Ave,7555,43.612063,-79.496573,20,REGULAR,M8V 1R6,M8V,Royal York Rd / Mimico Ave
Eglinton Ave W / Scarlett Rd,Eglinton Ave W / Scarlett Rd,7583,43.6834703,-79.5108942,22,REGULAR,M9A,M9A,Eglinton Ave W / Scarlett Rd
Pape Subway Station (Green P),Pape Subway Station (Green P),7092,43.680223,-79.344062,15,REGULAR,NULL,NULL,Pape Subway Green P
Lake Shore Blvd W / Ellis Ave,Lake Shore Blvd W / Ellis Ave,7220,43.635932,-79.465083,19,REGULAR,NULL,NULL,Lake Shore Blvd W / Ellis Ave
Lake Shore Blvd W / Louisa St,Lake Shore Blvd W / Louisa St,7471,43.61868,-79.48674,15,REGULAR,M8V 1B4,M8V,Lake Shore Blvd W / Louisa St
Heyworth Cres / Kingston Rd,Heyworth Cres / Kingston Rd,7696,43.6750806,-79.3068697,19,REGULAR,M4L 1T7,M4L,NULL
Bloor St W / Riverside Dr,Bloor St W / Riverside Dr,7636,43.647663,-79.487583,23,REGULAR,M6S 5A6,M6S,Bloor St W / Riverside Ave
Yonge St / Lawrence Ave,Yonge St / Lawrence Ave,7625,43.7254665,-79.4011545,23,REGULAR,M4N 1S1,M4N,Yonge St / Lawrence Ave
St Columba Pl / St Clair Ave E,St Columba Pl / St Clair Ave E,7604,43.70567,-79.310554,18,REGULAR,M4B 1M8,M4B,St Columba Pl / St Clair Ave E
High Park Outdoor Pool,High Park Outdoor Pool,7460,43.649217,-79.465319,26,REGULAR,M6R 2Z3,M6R,High Park Outdoor Pool
Park Lawn Rd / Berry Rd,Park Lawn Rd / Berry Rd,7755,43.6356059,-79.4934616,15,VAULT,M8Y 3K2,M8Y,NULL
Pharmacy Ave / Danforth Ave,Pharmacy Ave / Danforth Ave,7733,43.6929478,-79.2833998,15,VAULT,M1L 4N7,M1L,NULL
Briar Hill Ave / Yonge St - SMART,Briar Hill Ave / Yonge St - SMART,7484,43.713524,-79.400162,16,SMARTMAPFRAME,M4P 2J2,M4P,Briar Hill Ave / Yonge St - SMART
Toronto Inukshuk Park,Toronto Inukshuk Park,7569,43.6323994,-79.4097818,47,REGULAR,M6K 3C3,M6K,Toronto Inukshuk Park
Princes' Blvd / Nunavut Rd,Princes' Blvd / Nunavut Rd,7680,43.6334636,-79.4143057,19,REGULAR,M6K 3C3,M6K,Princes Gate / Nunavut Dr
Lake Shore Blvd E / Knox Ave,Lake Shore Blvd E / Knox Ave,7319,43.660206,-79.3244,11,REGULAR,NULL,NULL,Lake Shore Blvd E / Knox Ave
Durie St / Dundas St W,Durie St / Dundas St W,7564,43.665523,-79.484892,23,REGULAR,M6S 2S1,M6S,Durie St / Dundas St W
Ripley Ave / Ormskirk Ave,Ripley Ave / Ormskirk Ave,7517,43.6390437,-79.4760109,23,REGULAR,M6S 3N9,M6S,Ripley Ave / Ormskirk Ave
Livingston Rd (Highland Creek Trail),Livingston Rd (Highland Creek Trail),7613,43.7561681,-79.2026694,27,REGULAR,M1E 1M4,M1E,Livingston Rd (Highland Creek Trail)
Gerrard St E / Main St,Gerrard St E / Main St,7486,43.684261,-79.299332,22,REGULAR,M4E 2E1,M4E,Gerrard St E / Ted Reeve Dr
Starspray Ave / Lawrence Ave E,Starspray Ave / Lawrence Ave E,7617,43.788319,-79.123505,23,REGULAR,M1C 4P5,M1C,Starspray Ave / Lawrence Ave E
Goodwood Park Ct / Dentonia Park,Goodwood Park Ct / Dentonia Park,7448,43.694826,-79.295208,19,REGULAR,M4C2G5,M4C,Goodwood Park Ct / Dentonia Park
Elwood Blvd / Avenue Rd,Elwood Blvd / Avenue Rd,7591,43.707049,-79.40966,23,REGULAR,M5N 3B1,M5N,Elwood Blvd / Avenue Rd
Marie Curtis Park,Marie Curtis Park,7622,43.5880774,-79.5432067,23,REGULAR,M8W 3P3,M8W,Marie Curtis Park
Morningside Park (Highland Creek Trail),Morningside Park (Highland Creek Trail),7614,43.779353,-79.193023,23,REGULAR,M1E 3E8,M1E,Morningside Park (Highland Creek Trail)
Colonel Danforth Park,Colonel Danforth Park,7615,43.7777114,-79.1659711,27,REGULAR,M1C 1P8,M1C,Colonel Danforth Park
Kingston Rd / Glen Everest Rd,Kingston Rd / Glen Everest Rd,7737,43.69749005,-79.25655146,15,VAULT,M1N 1J2,M1N,NULL
G Ross Lord Park,G Ross Lord Park,7588,43.7781116,-79.467963,31,REGULAR,M3H 5T4,M3H,G Ross Lord Park
Weston Lions Park,Weston Lions Park,7567,43.698841,-79.519472,27,REGULAR,M9N 1H7,M9N,Weston Lions Park
Blantyre Park,Blantyre Park,7068,43.6830689,-79.279682,22,REGULAR,M1N 1N3,M1N,Blantyre Park
Cherry Beach Sports Field (55 Unwin Ave),Cherry Beach Sports Field (55 Unwin Ave),7345,43.6408346,-79.3429074,15,REGULAR,M5A 1A3,M5A,Cherry Beach Sports Field (55 Unwin Ave)
York University (Glendon Campus) - SMART,York University (Glendon Campus) - SMART,7676,43.72736549,-79.38142546,16,SMARTMAPFRAME,M4N 3R4,M4N,York University (Glendon Campus) - SMART
Wilket Creek Park,Wilket Creek Park,7608,43.720645,-79.355474,27,REGULAR,M3C 2J7,M3C,Wilket Creek Park
Eglinton Ave W / Prospect Cemetery,Eglinton Ave W / Prospect Cemetery,7742,43.69415,-79.4578258,19,VAULT,M6E 2K7,M6E,NULL
Berry Rd / Bell Manor Dr,Berry Rd / Bell Manor Dr,7558,43.63732,-79.489083,19,REGULAR,M8Y 1W5,M8Y,Berry Rd / Bell Manor Dr
Wendover Rd / Bloor St W (Green P),Wendover Rd / Bloor St W (Green P),7749,43.6492,-79.50602,15,VAULT,M8X 1B2,M8X,NULL
Birchcliff Ave / Kingston Rd,Birchcliff Ave / Kingston Rd,7735,43.691688,-79.265027,15,VAULT,M1M 1R9,M1M,NULL
The Pond Rd / Shoreham Dr,The Pond Rd / Shoreham Dr,7759,43.772445,-79.511912,15,VAULT,M3J 3M4,M3J,NULL
Danforth Ave / Warden Ave,Danforth Ave / Warden Ave,7734,43.6950192,-79.2718066,15,VAULT,M1L 4G2,M1L,NULL
Torresdale Ave / Antibes Dr,Torresdale Ave / Antibes Dr,7589,43.77953,-79.45233,15,REGULAR,M2R 3T2,M2R,Torresdale Ave / Antibes Dr
Rouge Hill GO Station,Rouge Hill GO Station,7626,43.7805505,-79.1301203,25,REGULAR,M1C 5G4,M1C,Rouge Hill GO Station
Birchmount Rd / Kingston Rd,Birchmount Rd / Kingston Rd,7736,43.69401298,-79.26257205,15,VAULT,M1N 3J6,M1N,NULL
NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL
